Latitude (decimal degrees):	22.214
Longitude (decimal degrees):	77.492
Elevation (m):	532
Radiation database:	PVGIS-SARAH


Slope: 26 deg. (optimum)
Azimuth: -4 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150115:2048,0.0,0.0,0.0,0.0,0.0,13.28,2.34,0.0
20150115:2148,0.0,0.0,0.0,0.0,0.0,13.06,2.37,0.0
20150115:2248,0.0,0.0,0.0,0.0,0.0,12.83,2.39,0.0
20150115:2348,0.0,0.0,0.0,0.0,0.0,12.61,2.41,0.0
20150116:0048,0.0,0.0,0.0,0.0,0.0,13.68,2.6,0.0
20150116:0148,3390.0,0.0,12.84,0.14,2.6,14.75,2.79,0.0
20150116:0248,260400.0,205.06,119.56,2.11,14.96,15.81,2.98,0.0
20150116:0348,474840.0,412.6,172.66,4.21,26.36,18.22,2.58,0.0
20150116:0448,616970.0,575.44,207.94,5.95,36.18,20.63,2.19,0.0
20150116:0548,708310.0,725.47,206.47,7.25,43.42,23.03,1.79,0.0
20150116:0648,742740.0,785.55,204.34,7.81,46.74,23.61,1.69,0.0
20150116:0748,717900.0,756.68,200.0,7.57,45.27,24.2,1.59,0.0
20150116:0848,643990.0,665.52,183.84,6.66,39.41,24.78,1.49,0.0
20150116:0948,516260.0,499.79,163.05,5.07,30.45,24.01,1.76,0.0
20150116:1048,337280.0,311.1,121.32,3.09,19.58,23.24,2.03,0.0
20150116:1148,23340.0,0.0,43.09,0.48,7.54,22.46,2.3,0.0
20150116:1248,0.0,0.0,0.0,0.0,0.0,20.42,2.34,0.0
20150116:1348,0.0,0.0,0.0,0.0,0.0,18.38,2.39,0.0
20150116:1448,0.0,0.0,0.0,0.0,0.0,16.34,2.43,0.0
20150116:1548,0.0,0.0,0.0,0.0,0.0,15.76,2.39,0.0
20150116:1648,0.0,0.0,0.0,0.0,0.0,15.18,2.35,0.0
20150116:1748,0.0,0.0,0.0,0.0,0.0,14.6,2.32,0.0
20150116:1848,0.0,0.0,0.0,0.0,0.0,14.24,2.37,0.0
20150116:1948,0.0,0.0,0.0,0.0,0.0,13.89,2.42,0.0
20150116:2048,0.0,0.0,0.0,0.0,0.0,13.53,2.47,0.0
20150116:2148,0.0,0.0,0.0,0.0,0.0,13.25,2.31,0.0
20150116:2248,0.0,0.0,0.0,0.0,0.0,12.96,2.16,0.0
20150116:2348,0.0,0.0,0.0,0.0,0.0,12.67,2.0,0.0
20150117:0048,0.0,0.0,0.0,0.0,0.0,13.41,2.19,0.0
20150117:0148,2900.0,0.0,11.92,0.13,2.61,14.15,2.38,0.0
20150117:0248,263230.0,209.72,117.53,2.12,14.99,14.88,2.57,0.0
20150117:0348,476610.0,411.45,173.54,4.22,26.42,17.1,2.44,0.0
20150117:0448,635790.0,610.18,191.82,6.06,36.29,19.32,2.32,0.0
20150117:0548,718940.0,726.62,206.24,7.27,43.57,21.53,2.19,0.0
20150117:0648,746530.0,757.76,219.37,7.75,46.93,22.16,2.23,0.0
20150117:0748,732640.0,757.62,200.91,7.6,45.47,22.78,2.27,0.0
20150117:0848,657920.0,667.78,183.61,6.69,39.61,23.41,2.3,0.0
20150117:0948,528370.0,511.81,158.59,5.13,30.64,22.77,2.31,0.0
20150117:1048,330340.0,291.4,128.91,3.05,19.75,22.12,2.31,0.0
20150117:1148,23460.0,0.0,43.09,0.48,7.7,21.47,2.32,0.0
20150117:1248,0.0,0.0,0.0,0.0,0.0,19.67,2.45,0.0
20150117:1348,0.0,0.0,0.0,0.0,0.0,17.86,2.58,0.0
20150117:1448,0.0,0.0,0.0,0.0,0.0,16.05,2.72,0.0
20150117:1548,0.0,0.0,0.0,0.0,0.0,15.34,2.67,0.0
20150117:1648,0.0,0.0,0.0,0.0,0.0,14.62,2.63,0.0
20150117:1748,0.0,0.0,0.0,0.0,0.0,13.91,2.58,0.0
20150117:1848,0.0,0.0,0.0,0.0,0.0,13.47,2.44,0.0
20150117:1948,0.0,0.0,0.0,0.0,0.0,13.03,2.3,0.0
20150117:2048,0.0,0.0,0.0,0.0,0.0,12.58,2.17,0.0
20150117:2148,0.0,0.0,0.0,0.0,0.0,12.27,2.11,0.0
20150117:2248,0.0,0.0,0.0,0.0,0.0,11.95,2.05,0.0
20150117:2348,0.0,0.0,0.0,0.0,0.0,11.64,1.99,0.0
20150118:0048,0.0,0.0,0.0,0.0,0.0,12.61,2.1,0.0
20150118:0148,2910.0,0.0,11.92,0.13,2.63,13.58,2.21,0.0
20150118:0248,263370.0,208.84,118.48,2.13,15.03,14.55,2.32,0.0
20150118:0348,492150.0,444.69,161.32,4.33,26.49,16.97,2.13,0.0
20150118:0448,633080.0,610.1,192.75,6.08,36.39,19.39,1.95,0.0
20150118:0548,714330.0,727.71,207.2,7.3,43.72,21.8,1.77,0.0
20150118:0648,751320.0,788.79,203.88,7.86,47.13,22.46,1.87,0.0
20150118:0748,729200.0,759.82,200.68,7.63,45.69,23.11,1.97,0.0
20150118:0848,660620.0,683.15,176.82,6.76,39.82,23.77,2.07,0.0
20150118:0948,526820.0,514.15,158.34,5.16,30.84,23.1,1.92,0.0
20150118:1048,330840.0,294.3,128.73,3.08,19.93,22.43,1.77,0.0
20150118:1148,24100.0,0.0,44.01,0.49,7.86,21.76,1.63,0.0
20150118:1248,0.0,0.0,0.0,0.0,0.0,19.65,2.06,0.0
20150118:1348,0.0,0.0,0.0,0.0,0.0,17.53,2.48,0.0
20150118:1448,0.0,0.0,0.0,0.0,0.0,15.41,2.91,0.0
20150118:1548,0.0,0.0,0.0,0.0,0.0,14.88,2.8,0.0
20150118:1648,0.0,0.0,0.0,0.0,0.0,14.34,2.68,0.0
20150118:1748,0.0,0.0,0.0,0.0,0.0,13.81,2.57,0.0
20150118:1848,0.0,0.0,0.0,0.0,0.0,13.52,2.5,0.0
20150118:1948,0.0,0.0,0.0,0.0,0.0,13.23,2.44,0.0
20150118:2048,0.0,0.0,0.0,0.0,0.0,12.94,2.37,0.0
20150118:2148,0.0,0.0,0.0,0.0,0.0,12.72,2.3,0.0
20150118:2248,0.0,0.0,0.0,0.0,0.0,12.5,2.23,0.0
20150118:2348,0.0,0.0,0.0,0.0,0.0,12.28,2.15,0.0
20150119:0048,0.0,0.0,0.0,0.0,0.0,13.05,2.27,0.0
20150119:0148,2910.0,0.0,11.92,0.13,2.65,13.83,2.39,0.0
20150119:0248,280490.0,235.03,112.77,2.21,15.07,14.6,2.51,0.0
20150119:0348,491060.0,444.83,161.07,4.34,26.56,17.13,2.0,0.0
20150119:0448,628780.0,611.35,192.54,6.1,36.51,19.66,1.5,0.0
20150119:0548,702940.0,728.74,206.94,7.32,43.88,22.18,0.99,0.0
20150119:0648,746050.0,805.31,195.93,7.93,47.33,22.94,1.25,0.0
20150119:0748,726670.0,776.23,192.74,7.71,45.91,23.7,1.51,0.0
20150119:0848,656570.0,685.26,176.57,6.79,40.04,24.46,1.77,0.0
20150119:0948,526340.0,516.45,159.28,5.2,31.03,23.88,1.79,0.0
20150119:1048,332300.0,295.65,130.82,3.12,20.11,23.3,1.81,0.0
20150119:1148,23980.0,0.0,44.01,0.49,8.02,22.71,1.83,0.0
20150119:1248,0.0,0.0,0.0,0.0,0.0,20.77,1.98,0.0
20150119:1348,0.0,0.0,0.0,0.0,0.0,18.83,2.12,0.0
20150119:1448,0.0,0.0,0.0,0.0,0.0,16.89,2.26,0.0
20150119:1548,0.0,0.0,0.0,0.0,0.0,16.36,2.23,0.0
20150119:1648,0.0,0.0,0.0,0.0,0.0,15.83,2.19,0.0
20150119:1748,0.0,0.0,0.0,0.0,0.0,15.3,2.15,0.0
20150119:1848,0.0,0.0,0.0,0.0,0.0,15.02,2.2,0.0
20150119:1948,0.0,0.0,0.0,0.0,0.0,14.74,2.24,0.0
20150119:2048,0.0,0.0,0.0,0.0,0.0,14.46,2.29,0.0
20150119:2148,0.0,0.0,0.0,0.0,0.0,14.3,2.4,0.0
20150119:2248,0.0,0.0,0.0,0.0,0.0,14.13,2.5,0.0
20150119:2348,0.0,0.0,0.0,0.0,0.0,13.96,2.61,0.0
20150120:0048,0.0,0.0,0.0,0.0,0.0,14.77,2.99,0.0
20150120:0148,2390.0,0.0,11.0,0.12,2.67,15.58,3.37,0.0
20150120:0248,95960.0,23.39,107.06,1.24,15.12,16.39,3.75,0.0
20150120:0348,191730.0,40.18,202.98,2.38,26.64,18.64,3.54,0.0
20150120:0448,205190.0,16.52,245.79,2.73,36.63,20.88,3.32,0.0
20150120:0548,296160.0,49.0,326.7,3.8,44.05,23.12,3.1,0.0
20150120:0648,419180.0,146.92,385.8,5.07,47.53,24.02,2.74,0.0
20150120:0748,671930.0,602.15,278.15,7.19,46.13,24.91,2.38,0.0
20150120:0848,599030.0,532.83,250.14,6.35,40.25,25.81,2.01,0.0
20150120:0948,504060.0,463.16,185.11,5.07,31.23,25.21,2.06,0.0
20150120:1048,336080.0,304.35,128.72,3.17,20.28,24.6,2.1,0.0
20150120:1148,27220.0,0.0,48.59,0.54,8.18,23.99,2.14,0.0
20150120:1248,0.0,0.0,0.0,0.0,0.0,22.5,2.43,0.0
20150120:1348,0.0,0.0,0.0,0.0,0.0,21.0,2.72,0.0
20150120:1448,0.0,0.0,0.0,0.0,0.0,19.5,3.01,0.0
20150120:1548,0.0,0.0,0.0,0.0,0.0,18.97,3.13,0.0
20150120:1648,0.0,0.0,0.0,0.0,0.0,18.43,3.25,0.0
20150120:1748,0.0,0.0,0.0,0.0,0.0,17.89,3.37,0.0
20150120:1848,0.0,0.0,0.0,0.0,0.0,17.64,3.43,0.0
20150120:1948,0.0,0.0,0.0,0.0,0.0,17.4,3.49,0.0
20150120:2048,0.0,0.0,0.0,0.0,0.0,17.15,3.54,0.0
20150120:2148,0.0,0.0,0.0,0.0,0.0,17.13,3.36,0.0
20150120:2248,0.0,0.0,0.0,0.0,0.0,17.1,3.18,0.0
20150120:2348,0.0,0.0,0.0,0.0,0.0,17.07,2.99,0.0
20150121:0048,0.0,0.0,0.0,0.0,0.0,17.85,3.01,0.0
20150121:0148,0.0,0.0,2.75,0.03,2.7,18.64,3.02,0.0
20150121:0248,123560.0,46.56,118.71,1.45,15.17,19.42,3.03,0.0
20150121:0348,408640.0,296.63,209.2,3.88,26.73,20.83,3.59,0.0
20150121:0448,593110.0,502.47,239.93,5.8,36.75,22.24,4.14,0.0
20150121:0548,694640.0,624.93,256.68,7.04,44.22,23.65,4.69,0.0
20150121:0648,748260.0,721.22,240.8,7.73,47.75,24.38,4.46,0.0
20150121:0748,733080.0,723.41,222.64,7.6,46.36,25.11,4.22,0.0
20150121:0848,641450.0,603.15,219.8,6.6,40.48,25.84,3.99,0.0
20150121:0948,515580.0,473.64,181.88,5.13,31.44,25.25,3.33,0.0
20150121:1048,327670.0,283.54,137.18,3.13,20.47,24.65,2.67,0.0
20150121:1148,27900.0,0.0,49.51,0.55,8.35,24.05,2.01,0.0
20150121:1248,0.0,0.0,0.0,0.0,0.0,22.73,2.16,0.0
20150121:1348,0.0,0.0,0.0,0.0,0.0,21.41,2.3,0.0
20150121:1448,0.0,0.0,0.0,0.0,0.0,20.09,2.44,0.0
20150121:1548,0.0,0.0,0.0,0.0,0.0,19.64,2.46,0.0
20150121:1648,0.0,0.0,0.0,0.0,0.0,19.18,2.47,0.0
20150121:1748,0.0,0.0,0.0,0.0,0.0,18.73,2.48,0.0
20150121:1848,0.0,0.0,0.0,0.0,0.0,18.67,2.61,0.0
20150121:1948,0.0,0.0,0.0,0.0,0.0,18.61,2.74,0.0
20150121:2048,0.0,0.0,0.0,0.0,0.0,18.55,2.87,0.0
20150121:2148,0.0,0.0,0.0,0.0,0.0,18.65,2.81,0.0
20150121:2248,0.0,0.0,0.0,0.0,0.0,18.75,2.75,0.0
20150121:2348,0.0,0.0,0.0,0.0,0.0,18.85,2.69,0.0
20150122:0048,0.0,0.0,0.0,0.0,0.0,19.48,2.66,0.0
20150122:0148,1420.0,0.0,9.17,0.1,2.73,20.12,2.63,0.0
20150122:0248,64000.0,5.34,88.95,0.97,15.23,20.75,2.59,0.0
20150122:0348,84690.0,0.0,119.57,1.28,26.82,21.43,2.92,0.0
20150122:0448,248700.0,41.07,274.66,3.18,36.89,22.1,3.26,0.0
20150122:0548,57820.0,0.0,87.31,0.93,44.4,22.77,3.59,0.0
20150122:0648,118750.0,0.0,161.32,1.72,47.97,22.86,3.26,0.0
20150122:0748,77030.0,0.0,111.03,1.19,46.6,22.96,2.92,0.0
