Latitude (decimal degrees):	28.669
Longitude (decimal degrees):	77.414
Elevation (m):	202
Radiation database:	PVGIS-SARAH


Slope: 30 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20140115:1350,0.0,0.0,0.0,0.0,0.0,12.9,2.34,0.0
20140115:1450,0.0,0.0,0.0,0.0,0.0,11.14,2.62,0.0
20140115:1550,0.0,0.0,0.0,0.0,0.0,10.29,2.54,0.0
20140115:1650,0.0,0.0,0.0,0.0,0.0,9.44,2.46,0.0
20140115:1750,0.0,0.0,0.0,0.0,0.0,8.6,2.37,0.0
20140115:1850,0.0,0.0,0.0,0.0,0.0,8.27,2.15,0.0
20140115:1950,0.0,0.0,0.0,0.0,0.0,7.94,1.92,0.0
20140115:2050,0.0,0.0,0.0,0.0,0.0,7.61,1.7,0.0
20140115:2150,0.0,0.0,0.0,0.0,0.0,7.28,1.74,0.0
20140115:2250,0.0,0.0,0.0,0.0,0.0,6.94,1.79,0.0
20140115:2350,0.0,0.0,0.0,0.0,0.0,6.6,1.83,0.0
20140116:0050,0.0,0.0,0.0,0.0,0.0,7.32,1.71,0.0
20140116:0150,0.0,0.0,0.0,0.0,0.18,8.03,1.58,0.0
20140116:0250,67.35,16.57,77.29,1.2,11.8,8.75,1.45,0.0
20140116:0350,152.63,29.65,162.11,2.56,22.34,11.43,1.32,0.0
20140116:0450,474.53,320.33,259.16,6.01,31.21,14.11,1.2,0.0
20140116:0550,613.86,500.59,275.73,7.84,37.53,16.79,1.08,0.0
20140116:0650,650.91,541.42,290.25,8.43,40.32,17.59,1.15,0.0
20140116:0750,562.81,394.33,316.57,7.5,38.98,18.38,1.22,0.0
20140116:0850,231.63,42.62,249.65,3.95,33.82,19.18,1.3,0.0
20140116:0950,368.66,234.23,222.17,4.66,25.75,18.7,1.54,0.0
20140116:1050,52.14,1.95,76.61,1.13,15.73,18.23,1.79,0.0
20140116:1150,0.0,0.0,4.66,0.07,4.44,17.75,2.04,0.0
20140116:1250,0.0,0.0,0.0,0.0,0.0,16.73,2.14,0.0
20140116:1350,0.0,0.0,0.0,0.0,0.0,15.71,2.24,0.0
20140116:1450,0.0,0.0,0.0,0.0,0.0,14.69,2.34,0.0
20140116:1550,0.0,0.0,0.0,0.0,0.0,13.23,2.3,0.0
20140116:1650,0.0,0.0,0.0,0.0,0.0,11.77,2.26,0.0
20140116:1750,0.0,0.0,0.0,0.0,0.0,10.31,2.22,0.0
20140116:1850,0.0,0.0,0.0,0.0,0.0,10.05,2.01,0.0
20140116:1950,0.0,0.0,0.0,0.0,0.0,9.79,1.81,0.0
20140116:2050,0.0,0.0,0.0,0.0,0.0,9.53,1.6,0.0
20140116:2150,0.0,0.0,0.0,0.0,0.0,8.77,1.52,0.0
20140116:2250,0.0,0.0,0.0,0.0,0.0,8.02,1.43,0.0
20140116:2350,0.0,0.0,0.0,0.0,0.0,7.26,1.35,0.0
20140117:0050,0.0,0.0,0.0,0.0,0.0,8.13,1.62,0.0
20140117:0150,0.0,0.0,0.0,0.0,0.22,8.99,1.89,0.0
20140117:0250,14.91,0.0,29.8,0.44,11.85,9.86,2.17,0.0
20140117:0350,113.13,9.84,137.31,2.08,22.42,12.37,2.46,0.0
20140117:0450,59.83,0.0,86.61,1.27,31.32,14.89,2.75,0.0
20140117:0550,92.88,0.0,126.65,1.86,37.69,17.4,3.05,0.0
20140117:0650,103.77,0.0,139.69,2.05,40.51,17.94,3.26,0.0
20140117:0750,79.85,0.0,111.75,1.64,39.19,18.47,3.47,0.0
20140117:0850,81.23,0.0,113.61,1.67,34.03,19.01,3.68,0.0
20140117:0950,73.64,0.0,104.3,1.53,25.95,18.24,3.22,0.0
20140117:1050,36.27,0.0,58.67,0.86,15.91,17.48,2.76,0.0
20140117:1150,5.66,0.0,16.76,0.25,4.61,16.71,2.3,0.0
20140117:1250,0.0,0.0,0.0,0.0,0.0,15.67,2.21,0.0
20140117:1350,0.0,0.0,0.0,0.0,0.0,14.62,2.11,0.0
20140117:1450,0.0,0.0,0.0,0.0,0.0,13.57,2.01,0.0
20140117:1550,0.0,0.0,0.0,0.0,0.0,12.99,2.01,0.0
20140117:1650,0.0,0.0,0.0,0.0,0.0,12.42,2.0,0.0
20140117:1750,0.0,0.0,0.0,0.0,0.0,11.85,2.0,0.0
20140117:1850,0.0,0.0,0.0,0.0,0.0,12.02,2.12,0.0
20140117:1950,0.0,0.0,0.0,0.0,0.0,12.2,2.25,0.0
20140117:2050,0.0,0.0,0.0,0.0,0.0,12.37,2.37,0.0
20140117:2150,0.0,0.0,0.0,0.0,0.0,12.51,1.84,0.0
20140117:2250,0.0,0.0,0.0,0.0,0.0,12.65,1.31,0.0
20140117:2350,0.0,0.0,0.0,0.0,0.0,12.79,0.79,0.0
20140118:0050,0.0,0.0,0.0,0.0,0.0,12.09,1.03,0.0
20140118:0150,0.0,0.0,0.0,0.0,0.25,11.38,1.28,0.0
20140118:0250,60.86,12.26,74.62,1.15,11.91,10.68,1.53,0.0
20140118:0350,211.07,73.51,183.91,3.13,22.51,11.28,1.89,0.0
20140118:0450,164.78,10.56,195.07,2.94,31.45,11.87,2.25,0.0
20140118:0550,134.16,0.0,171.35,2.51,37.85,12.47,2.61,0.0
20140118:0650,294.52,53.55,304.25,4.85,40.7,13.51,1.85,0.0
20140118:0750,202.93,11.7,241.76,3.63,39.4,14.55,1.09,0.0
20140118:0850,422.38,228.21,295.57,5.86,34.24,15.6,0.33,0.0
20140118:0950,99.05,1.62,131.49,1.94,26.15,15.02,0.74,0.0
20140118:1050,45.88,0.0,69.84,1.02,16.1,14.45,1.16,0.0
20140118:1150,22.2,14.99,26.63,0.42,4.79,13.87,1.57,0.0
20140118:1250,0.0,0.0,0.0,0.0,0.0,13.13,1.86,0.0
20140118:1350,0.0,0.0,0.0,0.0,0.0,12.38,2.14,0.0
20140118:1450,0.0,0.0,0.0,0.0,0.0,11.63,2.43,0.0
20140118:1550,0.0,0.0,0.0,0.0,0.0,11.48,2.5,0.0
20140118:1650,0.0,0.0,0.0,0.0,0.0,11.33,2.57,0.0
20140118:1750,0.0,0.0,0.0,0.0,0.0,11.19,2.63,0.0
20140118:1850,0.0,0.0,0.0,0.0,0.0,11.43,2.46,0.0
20140118:1950,0.0,0.0,0.0,0.0,0.0,11.68,2.29,0.0
20140118:2050,0.0,0.0,0.0,0.0,0.0,11.92,2.12,0.0
20140118:2150,0.0,0.0,0.0,0.0,0.0,11.91,1.92,0.0
20140118:2250,0.0,0.0,0.0,0.0,0.0,11.9,1.71,0.0
20140118:2350,0.0,0.0,0.0,0.0,0.0,11.89,1.5,0.0
20140119:0050,0.0,0.0,0.0,0.0,0.0,12.16,1.87,0.0
20140119:0150,0.0,0.0,0.0,0.0,0.3,12.44,2.23,0.0
20140119:0250,200.51,152.23,100.51,2.13,11.98,12.71,2.59,0.0
20140119:0350,432.73,357.82,164.15,4.8,22.61,14.01,2.4,0.0
20140119:0450,609.47,562.2,187.21,7.13,31.58,15.31,2.22,0.0
20140119:0550,719.14,715.91,192.21,8.79,38.02,16.61,2.03,0.0
20140119:0650,753.77,761.87,203.01,9.4,40.9,17.32,1.89,0.0
20140119:0750,729.35,727.52,208.02,9.06,39.62,18.02,1.74,0.0
20140119:0850,650.48,629.43,197.89,7.83,34.46,18.73,1.6,0.0
20140119:0950,514.2,466.62,174.04,5.79,26.35,17.98,1.44,0.0
20140119:1050,311.76,260.56,127.71,3.21,16.29,17.24,1.29,0.0
20140119:1150,69.21,72.68,33.44,0.66,4.96,16.49,1.13,0.0
20140119:1250,0.0,0.0,0.0,0.0,0.0,15.02,1.46,0.0
20140119:1350,0.0,0.0,0.0,0.0,0.0,13.55,1.79,0.0
20140119:1450,0.0,0.0,0.0,0.0,0.0,12.08,2.12,0.0
20140119:1550,0.0,0.0,0.0,0.0,0.0,11.51,2.13,0.0
20140119:1650,0.0,0.0,0.0,0.0,0.0,10.94,2.14,0.0
20140119:1750,0.0,0.0,0.0,0.0,0.0,10.36,2.15,0.0
20140119:1850,0.0,0.0,0.0,0.0,0.0,9.86,2.16,0.0
20140119:1950,0.0,0.0,0.0,0.0,0.0,9.35,2.17,0.0
20140119:2050,0.0,0.0,0.0,0.0,0.0,8.84,2.18,0.0
20140119:2150,0.0,0.0,0.0,0.0,0.0,8.48,2.14,0.0
20140119:2250,0.0,0.0,0.0,0.0,0.0,8.11,2.11,0.0
20140119:2350,0.0,0.0,0.0,0.0,0.0,7.74,2.07,0.0
20140120:0050,0.0,0.0,0.0,0.0,0.0,8.37,2.11,0.0
20140120:0150,0.0,0.0,0.0,0.0,0.34,9.0,2.15,0.0
20140120:0250,73.07,20.15,80.68,1.27,12.05,9.63,2.19,0.0
20140120:0350,141.81,22.67,157.08,2.45,22.71,12.03,1.74,0.0
20140120:0450,268.56,74.9,254.12,4.24,31.71,14.43,1.29,0.0
20140120:0550,579.23,435.18,296.7,7.64,38.19,16.83,0.84,0.0
20140120:0650,714.16,683.33,240.9,9.15,41.11,17.71,1.14,0.0
20140120:0750,689.18,638.0,248.13,8.76,39.84,18.58,1.43,0.0
20140120:0850,597.43,511.57,243.99,7.41,34.68,19.46,1.72,0.0
20140120:0950,440.16,329.36,214.47,5.27,26.56,18.37,1.83,0.0
20140120:1050,336.74,296.14,121.04,3.37,16.48,17.29,1.94,0.0
20140120:1150,58.69,56.42,35.14,0.64,5.14,16.2,2.04,0.0
20140120:1250,0.0,0.0,0.0,0.0,0.0,14.54,2.09,0.0
20140120:1350,0.0,0.0,0.0,0.0,0.0,12.88,2.14,0.0
20140120:1450,0.0,0.0,0.0,0.0,0.0,11.22,2.19,0.0
20140120:1550,0.0,0.0,0.0,0.0,0.0,10.89,2.18,0.0
20140120:1650,0.0,0.0,0.0,0.0,0.0,10.56,2.17,0.0
20140120:1750,0.0,0.0,0.0,0.0,0.0,10.23,2.17,0.0
20140120:1850,0.0,0.0,0.0,0.0,0.0,10.16,2.39,0.0
20140120:1950,0.0,0.0,0.0,0.0,0.0,10.09,2.61,0.0
20140120:2050,0.0,0.0,0.0,0.0,0.0,10.01,2.83,0.0
20140120:2150,0.0,0.0,0.0,0.0,0.0,10.07,2.72,0.0
20140120:2250,0.0,0.0,0.0,0.0,0.0,10.13,2.62,0.0
20140120:2350,0.0,0.0,0.0,0.0,0.0,10.19,2.51,0.0
20140121:0050,0.0,0.0,0.0,0.0,0.0,11.07,2.5,0.0
20140121:0150,0.0,0.0,0.0,0.0,0.4,11.94,2.48,0.0
20140121:0250,12.01,0.0,26.07,0.38,12.12,12.82,2.47,0.0
20140121:0350,18.75,0.0,35.39,0.52,22.81,13.35,2.8,0.0
20140121:0450,24.37,0.0,42.84,0.63,31.86,13.89,3.12,0.0
20140121:0550,46.78,0.0,70.77,1.04,38.37,14.42,3.45,0.0
20140121:0650,46.82,0.0,70.77,1.04,41.33,14.22,3.35,0.0
20140121:0750,72.8,0.0,101.51,1.49,40.07,14.02,3.26,0.0
20140121:0850,62.55,0.0,89.4,1.31,34.9,13.82,3.16,0.0
20140121:0950,84.26,0.0,114.54,1.68,26.77,13.51,3.75,0.0
20140121:1050,23.03,0.0,40.97,0.6,16.67,13.2,4.34,0.0
20140121:1150,6.39,0.0,17.69,0.26,5.32,12.89,4.94,0.0
20140121:1250,0.0,0.0,0.0,0.0,0.0,13.12,4.49,0.0
20140121:1350,0.0,0.0,0.0,0.0,0.0,13.34,4.04,0.0
20140121:1450,0.0,0.0,0.0,0.0,0.0,13.56,3.59,0.0
20140121:1550,0.0,0.0,0.0,0.0,0.0,13.5,2.9,0.0
20140121:1650,0.0,0.0,0.0,0.0,0.0,13.45,2.21,0.0
20140121:1750,0.0,0.0,0.0,0.0,0.0,13.4,1.52,0.0
20140121:1850,0.0,0.0,0.0,0.0,0.0,13.26,1.32,0.0
20140121:1950,0.0,0.0,0.0,0.0,0.0,13.12,1.12,0.0
20140121:2050,0.0,0.0,0.0,0.0,0.0,12.98,0.92,0.0
20140121:2150,0.0,0.0,0.0,0.0,0.0,12.96,1.0,0.0
20140121:2250,0.0,0.0,0.0,0.0,0.0,12.93,1.08,0.0
20140121:2350,0.0,0.0,0.0,0.0,0.0,12.91,1.16,0.0
20140122:0050,0.0,0.0,0.0,0.0,0.0,12.91,1.37,0.0
20140122:0150,0.0,0.0,0.0,0.0,0.46,12.9,1.59,0.0
20140122:0250,82.56,27.77,85.8,1.38,12.21,12.9,1.81,0.0
20140122:0350,74.61,0.0,103.37,1.52,22.92,13.07,2.09,0.0
20140122:0450,217.16,34.2,232.29,3.65,32.01,13.24,2.37,0.0
20140122:0550,86.58,0.0,117.34,1.72,38.56,13.41,2.65,0.0
20140122:0650,142.48,0.0,181.59,2.66,41.55,13.46,2.64,0.0
20140122:0750,45.41,0.0,68.91,1.01,40.31,13.51,2.64,0.0
20140122:0850,116.42,0.0,151.79,2.23,35.13,13.56,2.63,0.0
20140122:0950,116.52,3.18,148.45,2.2,26.99,13.45,3.05,0.0
20140122:1050,35.55,0.0,56.81,0.83,16.87,13.34,3.47,0.0
20140122:1150,13.0,3.33,24.52,0.37,5.5,13.23,3.89,0.0
20140122:1250,0.0,0.0,0.0,0.0,0.0,13.8,3.7,0.0
20140122:1350,0.0,0.0,0.0,0.0,0.0,14.37,3.5,0.0
20140122:1450,0.0,0.0,0.0,0.0,0.0,14.94,3.31,0.0
20140122:1550,0.0,0.0,0.0,0.0,0.0,14.83,3.11,0.0
20140122:1650,0.0,0.0,0.0,0.0,0.0,14.72,2.91,0.0
20140122:1750,0.0,0.0,0.0,0.0,0.0,14.6,2.72,0.0
20140122:1850,0.0,0.0,0.0,0.0,0.0,14.56,2.29,0.0
20140122:1950,0.0,0.0,0.0,0.0,0.0,14.52,1.86,0.0
20140122:2050,0.0,0.0,0.0,0.0,0.0,14.48,1.43,0.0
20140122:2150,0.0,0.0,0.0,0.0,0.0,14.39,1.6,0.0
20140122:2250,0.0,0.0,0.0,0.0,0.0,14.29,1.76,0.0
20140122:2350,0.0,0.0,0.0,0.0,0.0,14.19,1.92,0.0
20140123:0050,0.0,0.0,0.0,0.0,0.0,14.26,1.73,0.0
20140123:0150,0.0,0.0,0.0,0.0,0.52,14.33,1.55,0.0
20140123:0250,84.36,29.51,87.02,1.41,12.29,14.4,1.37,0.0
20140123:0350,237.56,100.54,193.89,3.46,23.04,15.54,1.11,0.0
20140123:0450,584.3,534.74,201.99,7.16,32.16,16.68,0.85,0.0
20140123:0550,681.7,672.24,215.18,8.76,38.76,17.82,0.59,0.0
20140123:0650,703.17,662.62,252.44,9.18,41.78,18.44,0.99,0.0
20140123:0750,430.91,194.24,343.74,6.44,40.55,19.06,1.38,0.0
20140123:0850,521.14,366.29,287.17,6.85,35.37,19.69,1.78,0.0
20140123:0950,376.6,232.62,233.21,4.89,27.21,18.91,1.78,0.0
20140123:1050,317.67,261.21,134.24,3.37,17.07,18.14,1.79,0.0
20140123:1150,58.14,51.78,38.87,0.7,5.68,17.36,1.79,0.0
20140123:1250,0.0,0.0,0.0,0.0,0.0,16.1,2.05,0.0
20140123:1350,0.0,0.0,0.0,0.0,0.0,14.84,2.31,0.0
20140123:1450,0.0,0.0,0.0,0.0,0.0,13.58,2.57,0.0
20140123:1550,0.0,0.0,0.0,0.0,0.0,12.96,2.48,0.0
20140123:1650,0.0,0.0,0.0,0.0,0.0,12.34,2.39,0.0
20140123:1750,0.0,0.0,0.0,0.0,0.0,11.72,2.3,0.0
20140123:1850,0.0,0.0,0.0,0.0,0.0,11.25,2.27,0.0
20140123:1950,0.0,0.0,0.0,0.0,0.0,10.79,2.23,0.0
20140123:2050,0.0,0.0,0.0,0.0,0.0,10.32,2.19,0.0
20140123:2150,0.0,0.0,0.0,0.0,0.0,9.98,2.25,0.0
20140123:2250,0.0,0.0,0.0,0.0,0.0,9.65,2.31,0.0
20140123:2350,0.0,0.0,0.0,0.0,0.0,9.31,2.37,0.0
20140124:0050,0.0,0.0,0.0,0.0,0.0,10.02,2.53,0.0
20140124:0150,0.0,0.0,0.0,0.0,0.59,10.73,2.69,0.0
20140124:0250,87.24,29.26,88.89,1.43,12.39,11.44,2.86,0.0
20140124:0350,211.29,71.45,187.88,3.2,23.16,13.48,2.88,0.0
20140124:0450,313.0,110.66,269.21,4.71,32.32,15.52,2.9,0.0
20140124:0550,446.66,214.72,331.3,6.42,38.96,17.56,2.92,0.0
20140124:0650,680.42,553.91,294.59,8.76,42.01,18.25,3.3,0.0
20140124:0750,749.29,725.54,215.41,9.26,40.8,18.94,3.67,0.0
20140124:0850,676.97,642.53,198.65,8.09,35.6,19.63,4.04,0.0
20140124:0950,518.12,447.09,188.11,5.93,27.43,18.61,3.36,0.0
20140124:1050,322.18,262.67,135.06,3.42,17.27,17.6,2.67,0.0
20140124:1150,85.52,78.74,46.78,0.82,5.86,16.58,1.99,0.0
20140124:1250,0.0,0.0,0.0,0.0,0.0,14.82,1.96,0.0
20140124:1350,0.0,0.0,0.0,0.0,0.0,13.05,1.94,0.0
20140124:1450,0.0,0.0,0.0,0.0,0.0,11.28,1.92,0.0
20140124:1550,0.0,0.0,0.0,0.0,0.0,10.73,1.92,0.0
20140124:1650,0.0,0.0,0.0,0.0,0.0,10.18,1.93,0.0
20140124:1750,0.0,0.0,0.0,0.0,0.0,9.62,1.93,0.0
20140124:1850,0.0,0.0,0.0,0.0,0.0,9.41,1.96,0.0
20140124:1950,0.0,0.0,0.0,0.0,0.0,9.19,2.0,0.0
20140124:2050,0.0,0.0,0.0,0.0,0.0,8.97,2.03,0.0
20140124:2150,0.0,0.0,0.0,0.0,0.0,8.72,2.29,0.0
20140124:2250,0.0,0.0,0.0,0.0,0.0,8.46,2.54,0.0
20140124:2350,0.0,0.0,0.0,0.0,0.0,8.21,2.8,0.0
20140125:0050,0.0,0.0,0.0,0.0,0.0,8.99,2.97,0.0
20140125:0150,0.0,0.0,0.0,0.0,0.66,9.77,3.14,0.0
20140125:0250,55.76,7.73,72.84,1.11,12.48,10.55,3.31,0.0
20140125:0350,38.74,0.0,60.53,0.89,23.29,12.53,3.41,0.0
20140125:0450,68.68,0.0,96.85,1.42,32.49,14.51,3.51,0.0
20140125:0550,128.66,0.0,167.62,2.46,39.17,16.49,3.61,0.0
20140125:0650,351.07,93.42,334.77,5.6,42.25,17.35,3.58,0.0
20140125:0750,164.06,1.43,208.75,3.07,41.05,18.21,3.54,0.0
20140125:0850,206.99,20.6,240.32,3.68,35.85,19.08,3.5,0.0
20140125:0950,142.28,10.96,173.77,2.62,27.65,18.21,2.97,0.0
20140125:1050,86.02,10.85,107.77,1.64,17.47,17.35,2.43,0.0
20140125:1150,56.6,42.94,44.61,0.72,6.04,16.48,1.89,0.0
20140125:1250,0.0,0.0,0.0,0.0,0.0,14.93,2.11,0.0
20140125:1350,0.0,0.0,0.0,0.0,0.0,13.38,2.33,0.0
20140125:1450,0.0,0.0,0.0,0.0,0.0,11.83,2.55,0.0
20140125:1550,0.0,0.0,0.0,0.0,0.0,11.63,2.42,0.0
20140125:1650,0.0,0.0,0.0,0.0,0.0,11.43,2.29,0.0
20140125:1750,0.0,0.0,0.0,0.0,0.0,11.23,2.15,0.0
20140125:1850,0.0,0.0,0.0,0.0,0.0,11.1,2.32,0.0
20140125:1950,0.0,0.0,0.0,0.0,0.0,10.97,2.48,0.0
20140125:2050,0.0,0.0,0.0,0.0,0.0,10.83,2.65,0.0
20140125:2150,0.0,0.0,0.0,0.0,0.0,10.66,2.75,0.0
20140125:2250,0.0,0.0,0.0,0.0,0.0,10.5,2.86,0.0
20140125:2350,0.0,0.0,0.0,0.0,0.0,10.33,2.97,0.0
20140126:0050,0.0,0.0,0.0,0.0,0.0,10.78,3.28,0.0
20140126:0150,0.0,0.0,0.0,0.0,0.74,11.22,3.6,0.0
20140126:0250,92.16,32.57,91.29,1.49,12.59,11.67,3.92,0.0
20140126:0350,217.41,75.41,190.26,3.27,23.43,13.69,4.03,0.0
20140126:0450,578.44,471.28,226.33,6.98,32.66,15.71,4.15,0.0
20140126:0550,728.77,689.38,211.15,8.95,39.38,17.73,4.26,0.0
20140126:0650,783.39,777.3,203.13,9.74,42.49,18.59,4.19,0.0
20140126:0750,760.48,744.63,209.3,9.43,41.3,19.44,4.12,0.0
20140126:0850,678.97,647.6,199.13,8.2,36.09,20.3,4.06,0.0
20140126:0950,525.25,459.56,186.83,6.07,27.87,19.33,3.39,0.0
20140126:1050,352.21,310.28,125.37,3.66,17.67,18.37,2.72,0.0
20140126:1150,77.95,65.75,49.76,0.85,6.23,17.4,2.06,0.0
20140126:1250,0.0,0.0,0.0,0.0,0.0,15.89,2.17,0.0
20140126:1350,0.0,0.0,0.0,0.0,0.0,14.38,2.28,0.0
20140126:1450,0.0,0.0,0.0,0.0,0.0,12.87,2.39,0.0
20140126:1550,0.0,0.0,0.0,0.0,0.0,12.42,2.31,0.0
20140126:1650,0.0,0.0,0.0,0.0,0.0,11.97,2.23,0.0
20140126:1750,0.0,0.0,0.0,0.0,0.0,11.52,2.15,0.0
20140126:1850,0.0,0.0,0.0,0.0,0.0,11.28,2.29,0.0
20140126:1950,0.0,0.0,0.0,0.0,0.0,11.05,2.43,0.0
20140126:2050,0.0,0.0,0.0,0.0,0.0,10.82,2.57,0.0
20140126:2150,0.0,0.0,0.0,0.0,0.0,10.69,2.62,0.0
20140126:2250,0.0,0.0,0.0,0.0,0.0,10.57,2.67,0.0
20140126:2350,0.0,0.0,0.0,0.0,0.0,10.44,2.72,0.0
20140127:0050,0.0,0.0,0.0,0.0,0.0,11.18,3.03,0.0
20140127:0150,0.0,0.0,0.0,0.0,0.82,11.92,3.33,0.0
20140127:0250,216.17,168.94,101.7,2.34,12.7,12.66,3.64,0.0
20140127:0350,445.42,371.89,162.28,5.04,23.57,14.8,3.86,0.0
20140127:0450,629.42,583.01,183.95,7.47,32.84,16.93,4.07,0.0
20140127:0550,750.82,757.7,178.4,9.24,39.6,19.07,4.29,0.0
20140127:0650,782.77,780.22,202.79,9.8,42.74,19.93,4.53,0.0
20140127:0750,751.06,720.66,220.91,9.37,41.56,20.79,4.78,0.0
20140127:0850,672.49,627.43,209.59,8.17,36.34,21.65,5.02,0.0
20140127:0950,547.13,498.96,173.38,6.26,28.1,20.62,4.63,0.0
20140127:1050,339.98,286.32,133.57,3.62,17.88,19.6,4.25,0.0
20140127:1150,84.96,72.86,51.85,0.9,6.41,18.57,3.86,0.0
20140127:1250,0.0,0.0,0.0,0.0,0.0,17.3,3.66,0.0
20140127:1350,0.0,0.0,0.0,0.0,0.0,16.02,3.47,0.0
20140127:1450,0.0,0.0,0.0,0.0,0.0,14.75,3.27,0.0
20140127:1550,0.0,0.0,0.0,0.0,0.0,14.22,3.36,0.0
20140127:1650,0.0,0.0,0.0,0.0,0.0,13.7,3.45,0.0
20140127:1750,0.0,0.0,0.0,0.0,0.0,13.18,3.54,0.0
20140127:1850,0.0,0.0,0.0,0.0,0.0,12.86,3.55,0.0
20140127:1950,0.0,0.0,0.0,0.0,0.0,12.55,3.55,0.0
20140127:2050,0.0,0.0,0.0,0.0,0.0,12.24,3.56,0.0
20140127:2150,0.0,0.0,0.0,0.0,0.0,11.98,3.64,0.0
20140127:2250,0.0,0.0,0.0,0.0,0.0,11.73,3.72,0.0
20140127:2350,0.0,0.0,0.0,0.0,0.0,11.47,3.81,0.0
20140128:0050,0.0,0.0,0.0,0.0,0.0,12.06,4.08,0.0
20140128:0150,0.0,0.0,0.0,0.0,0.91,12.65,4.35,0.0
20140128:0250,201.19,148.54,104.33,2.27,12.81,13.24,4.62,0.0
20140128:0350,436.24,352.73,169.62,5.0,23.71,15.31,4.61,0.0
20140128:0450,622.16,563.12,193.18,7.43,33.02,17.38,4.59,0.0
20140128:0550,717.61,668.83,222.27,8.95,39.82,19.45,4.58,0.0
20140128:0650,734.68,659.8,259.12,9.37,43.0,20.24,4.6,0.0
20140128:0750,740.46,695.41,234.62,9.33,41.83,21.03,4.62,0.0
20140128:0850,646.74,572.51,234.06,8.01,36.59,21.83,4.63,0.0
20140128:0950,501.8,414.61,204.36,5.97,28.33,20.68,3.8,0.0
20140128:1050,128.65,37.03,132.86,2.15,18.08,19.52,2.96,0.0
20140128:1150,89.1,76.76,53.32,0.94,6.6,18.37,2.12,0.0
20140128:1250,0.0,0.0,0.0,0.0,0.0,17.04,2.14,0.0
20140128:1350,0.0,0.0,0.0,0.0,0.0,15.7,2.15,0.0
20140128:1450,0.0,0.0,0.0,0.0,0.0,14.37,2.17,0.0
20140128:1550,0.0,0.0,0.0,0.0,0.0,13.8,2.34,0.0
20140128:1650,0.0,0.0,0.0,0.0,0.0,13.23,2.51,0.0
20140128:1750,0.0,0.0,0.0,0.0,0.0,12.66,2.69,0.0
20140128:1850,0.0,0.0,0.0,0.0,0.0,12.2,2.46,0.0
20140128:1950,0.0,0.0,0.0,0.0,0.0,11.74,2.23,0.0
20140128:2050,0.0,0.0,0.0,0.0,0.0,11.27,2.0,0.0
20140128:2150,0.0,0.0,0.0,0.0,0.0,10.8,1.9,0.0
20140128:2250,0.0,0.0,0.0,0.0,0.0,10.32,1.81,0.0
20140128:2350,0.0,0.0,0.0,0.0,0.0,9.85,1.71,0.0
20140129:0050,0.0,0.0,0.0,0.0,0.0,10.51,1.74,0.0
20140129:0150,0.0,0.0,0.0,0.0,1.01,11.17,1.77,0.0
20140129:0250,121.72,57.72,101.37,1.76,12.93,11.83,1.81,0.0
20140129:0350,154.2,26.27,169.65,2.66,23.86,14.48,1.77,0.0
20140129:0450,192.93,20.23,223.43,3.43,33.21,17.14,1.73,0.0
20140129:0550,319.5,82.94,316.16,5.26,40.05,19.79,1.7,0.0
20140129:0650,448.24,202.4,362.55,6.85,43.26,20.55,1.38,0.0
20140129:0750,481.1,259.11,353.66,7.13,42.1,21.31,1.06,0.0
20140129:0850,564.94,460.13,273.41,7.56,36.85,22.07,0.74,0.0
20140129:0950,506.94,450.7,193.98,6.16,28.56,21.06,1.06,0.0
20140129:1050,329.73,276.27,138.61,3.66,18.29,20.04,1.38,0.0
20140129:1150,78.61,63.83,52.9,0.92,6.78,19.03,1.7,0.0
20140129:1250,0.0,0.0,0.0,0.0,0.0,17.55,1.75,0.0
20140129:1350,0.0,0.0,0.0,0.0,0.0,16.06,1.81,0.0
20140129:1450,0.0,0.0,0.0,0.0,0.0,14.58,1.86,0.0
20140129:1550,0.0,0.0,0.0,0.0,0.0,14.07,1.95,0.0
20140129:1650,0.0,0.0,0.0,0.0,0.0,13.56,2.04,0.0
20140129:1750,0.0,0.0,0.0,0.0,0.0,13.05,2.12,0.0
20140129:1850,0.0,0.0,0.0,0.0,0.0,12.66,2.19,0.0
20140129:1950,0.0,0.0,0.0,0.0,0.0,12.28,2.26,0.0
20140129:2050,0.0,0.0,0.0,0.0,0.0,11.9,2.33,0.0
20140129:2150,0.0,0.0,0.0,0.0,0.0,11.52,1.79,0.0
20140129:2250,0.0,0.0,0.0,0.0,0.0,11.15,1.25,0.0
20140129:2350,0.0,0.0,0.0,0.0,0.0,10.77,0.7,0.0
20140130:0050,0.0,0.0,0.0,0.0,0.0,10.96,0.63,0.0
20140130:0150,0.0,0.0,0.0,0.0,1.11,11.14,0.56,0.0
20140130:0250,73.37,16.59,85.48,1.34,13.05,11.33,0.48,0.0
20140130:0350,133.14,15.36,156.68,2.4,24.02,13.89,0.43,0.0
20140130:0450,179.39,14.39,214.17,3.25,33.41,16.46,0.38,0.0
20140130:0550,334.54,98.03,323.18,5.48,40.29,19.02,0.33,0.0
20140130:0650,621.97,485.39,323.05,8.66,43.53,19.82,0.7,0.0
